Product,Customer,Cluster,Period,Value
1,16,3,22,0
1,16,3,23,0
1,16,3,24,0
1,16,3,25,0
1,16,3,26,0
1,16,3,27,0
1,16,3,28,0
1,16,3,29,0
1,16,3,30,0
1,17,3,1,0
1,17,3,2,0
1,17,3,3,0
1,17,3,4,0
1,17,3,5,0
1,17,3,6,0
1,17,3,7,0
1,17,3,8,0
1,17,3,9,0
1,17,3,10,0
1,17,3,11,0
1,17,3,12,0
1,17,3,13,0
1,17,3,14,0
1,17,3,15,0
1,17,3,16,0
1,17,3,17,0
1,17,3,18,0
1,17,3,19,0
1,17,3,20,0
1,17,3,21,0
1,17,3,22,0
1,17,3,23,0
1,17,3,24,0
1,17,3,25,0
1,17,3,26,0
1,17,3,27,0
1,17,3,28,0
1,17,3,29,0
1,17,3,30,0
1,18,2,1,0
1,18,2,2,0
1,18,2,3,0
1,18,2,4,2
1,18,2,5,2
1,18,2,6,0
1,18,2,7,0
1,18,2,8,0
1,18,2,9,4
1,18,2,10,0
1,18,2,11,2
1,18,2,12,2
1,18,2,13,0
1,18,2,14,0
1,18,2,15,0
1,18,2,16,4
1,18,2,17,0
1,18,2,18,2
1,18,2,19,2
1,18,2,20,0
1,18,2,21,0
1,18,2,22,0
1,18,2,23,4
1,18,2,24,0
1,18,2,25,2
1,18,2,26,0
1,18,2,27,0
1,18,2,28,0
1,18,2,29,0
1,18,2,30,0
1,19,2,1,0
1,19,2,2,0
1,19,2,3,0
1,19,2,4,2
1,19,2,5,4
1,19,2,6,0
1,19,2,7,0
1,19,2,8,0
1,19,2,9,2
1,19,2,10,0
1,19,2,11,2
1,19,2,12,4
1,19,2,13,0
1,19,2,14,0
1,19,2,15,0
1,19,2,16,2
1,19,2,17,0
1,19,2,18,2
1,19,2,19,4
1,19,2,20,0
1,19,2,21,0
1,19,2,22,0
1,19,2,23,2
1,19,2,24,0
1,19,2,25,2
1,19,2,26,0
1,19,2,27,0
1,19,2,28,0
1,19,2,29,0
1,19,2,30,0
1,20,2,1,0
1,20,2,2,0
1,20,2,3,0
1,20,2,4,4
1,20,2,5,4
1,20,2,6,0
1,20,2,7,0
1,20,2,8,0
1,20,2,9,2
1,20,2,10,0
1,20,2,11,4
1,20,2,12,4
1,20,2,13,0
1,20,2,14,0
1,20,2,15,0
1,20,2,16,2
1,20,2,17,0
1,20,2,18,4
1,20,2,19,4
1,20,2,20,0
1,20,2,21,0
1,20,2,22,0
1,20,2,23,2
1,20,2,24,0
1,20,2,25,4
1,20,2,26,0
1,20,2,27,0
1,20,2,28,0
1,20,2,29,0
1,20,2,30,0
2,1,2,1,0
2,1,2,2,0
2,1,2,3,0
2,1,2,4,0
2,1,2,5,2
2,1,2,6,0
2,1,2,7,0
2,1,2,8,0
2,1,2,9,0
2,1,2,10,0
2,1,2,11,0
2,1,2,12,2
2,1,2,13,0
2,1,2,14,0
2,1,2,15,0
2,1,2,16,0
2,1,2,17,0
2,1,2,18,0
2,1,2,19,2
2,1,2,20,0
2,1,2,21,0
2,1,2,22,0
2,1,2,23,0
2,1,2,24,0
2,1,2,25,0
2,1,2,26,0
2,1,2,27,0
2,1,2,28,0
2,1,2,29,0
2,1,2,30,0
2,2,2,1,0
2,2,2,2,0
2,2,2,3,0
2,2,2,4,0
2,2,2,5,0
2,2,2,6,0
2,2,2,7,0
2,2,2,8,0
2,2,2,9,2
2,2,2,10,0
2,2,2,11,0
2,2,2,12,0
2,2,2,13,0
2,2,2,14,0
2,2,2,15,0
2,2,2,16,2
2,2,2,17,0
2,2,2,18,0
2,2,2,19,0
2,2,2,20,0
2,2,2,21,0
2,2,2,22,0
2,2,2,23,2
2,2,2,24,0
2,2,2,25,0
2,2,2,26,0
2,2,2,27,0
2,2,2,28,0
2,2,2,29,0
2,2,2,30,0
2,3,2,1,0
2,3,2,2,0
2,3,2,3,0
2,3,2,4,0
2,3,2,5,2
2,3,2,6,0
2,3,2,7,0
2,3,2,8,0
2,3,2,9,0
2,3,2,10,0
2,3,2,11,0
2,3,2,12,2
2,3,2,13,0
2,3,2,14,0
2,3,2,15,0
2,3,2,16,0
2,3,2,17,0
2,3,2,18,0
2,3,2,19,2
2,3,2,20,0
2,3,2,21,0
2,3,2,22,0
2,3,2,23,0
2,3,2,24,0
2,3,2,25,0
2,3,2,26,0
2,3,2,27,0
2,3,2,28,0
2,3,2,29,0
2,3,2,30,0
2,4,3,1,0
2,4,3,2,0
2,4,3,3,0
2,4,3,4,0
2,4,3,5,0
2,4,3,6,0
2,4,3,7,0
2,4,3,8,0
2,4,3,9,0
2,4,3,10,1
2,4,3,11,0
2,4,3,12,0
2,4,3,13,0
2,4,3,14,0
2,4,3,15,0
2,4,3,16,0
2,4,3,17,1
2,4,3,18,0
2,4,3,19,0
2,4,3,20,0
2,4,3,21,0
2,4,3,22,0
2,4,3,23,0
2,4,3,24,1
2,4,3,25,0
2,4,3,26,0
2,4,3,27,0
2,4,3,28,0
2,4,3,29,0
2,4,3,30,0
2,5,3,1,0
2,5,3,2,0
2,5,3,3,0
2,5,3,4,0
2,5,3,5,1
2,5,3,6,0
2,5,3,7,0
2,5,3,8,0
2,5,3,9,0
2,5,3,10,1
2,5,3,11,0
2,5,3,12,1
2,5,3,13,0
2,5,3,14,0
2,5,3,15,0
2,5,3,16,0
2,5,3,17,1
2,5,3,18,0
2,5,3,19,1
2,5,3,20,0
2,5,3,21,0
2,5,3,22,0
2,5,3,23,0
2,5,3,24,1
2,5,3,25,0
2,5,3,26,0
2,5,3,27,0
2,5,3,28,0
2,5,3,29,0
2,5,3,30,0
2,6,1,1,0
2,6,1,2,0
2,6,1,3,0
2,6,1,4,0
2,6,1,5,0
2,6,1,6,0
2,6,1,7,1
2,6,1,8,0
2,6,1,9,0
2,6,1,10,0
2,6,1,11,0
2,6,1,12,0
2,6,1,13,0
2,6,1,14,1
2,6,1,15,0
2,6,1,16,0
2,6,1,17,0
2,6,1,18,0
2,6,1,19,0
2,6,1,20,0
2,6,1,21,1
2,6,1,22,0
2,6,1,23,0
2,6,1,24,0
2,6,1,25,0
2,6,1,26,0
2,6,1,27,0
2,6,1,28,0
2,6,1,29,0
2,6,1,30,0
2,7,1,1,0
2,7,1,2,0
2,7,1,3,0
2,7,1,4,0
2,7,1,5,1
2,7,1,6,0
2,7,1,7,0
2,7,1,8,0
2,7,1,9,0
2,7,1,10,0
2,7,1,11,0
2,7,1,12,1
2,7,1,13,0
2,7,1,14,0
2,7,1,15,0
2,7,1,16,0
2,7,1,17,0
2,7,1,18,0
2,7,1,19,1
2,7,1,20,0
2,7,1,21,0
2,7,1,22,0
2,7,1,23,0
2,7,1,24,0
2,7,1,25,0
2,7,1,26,0
2,7,1,27,0
2,7,1,28,0
2,7,1,29,0
2,7,1,30,0
2,8,3,1,0
2,8,3,2,0
2,8,3,3,0
2,8,3,4,0
2,8,3,5,1
2,8,3,6,0
2,8,3,7,0
2,8,3,8,0
2,8,3,9,0
2,8,3,10,1
2,8,3,11,0
2,8,3,12,1
2,8,3,13,0
2,8,3,14,0
2,8,3,15,0
2,8,3,16,0
2,8,3,17,1
2,8,3,18,0
2,8,3,19,1
2,8,3,20,0
2,8,3,21,0
2,8,3,22,0
2,8,3,23,0
2,8,3,24,1
2,8,3,25,0
2,8,3,26,0
2,8,3,27,0
2,8,3,28,0
2,8,3,29,0
2,8,3,30,0
2,9,2,1,0
2,9,2,2,0
2,9,2,3,0
2,9,2,4,0
2,9,2,5,2
2,9,2,6,0
2,9,2,7,0
2,9,2,8,0
2,9,2,9,2
2,9,2,10,0
2,9,2,11,0
2,9,2,12,2
2,9,2,13,0
2,9,2,14,0
2,9,2,15,0
2,9,2,16,2
2,9,2,17,0
2,9,2,18,0
2,9,2,19,2
2,9,2,20,0
2,9,2,21,0
2,9,2,22,0
2,9,2,23,2
2,9,2,24,0
2,9,2,25,0
2,9,2,26,0
2,9,2,27,0
2,9,2,28,0
2,9,2,29,0
2,9,2,30,0
2,10,2,1,0
2,10,2,2,0
2,10,2,3,0
2,10,2,4,0
2,10,2,5,0
2,10,2,6,0
2,10,2,7,0
2,10,2,8,0
2,10,2,9,2
2,10,2,10,0
2,10,2,11,0
2,10,2,12,0
2,10,2,13,0
2,10,2,14,0
2,10,2,15,0
2,10,2,16,2
2,10,2,17,0
2,10,2,18,0
2,10,2,19,0
2,10,2,20,0
2,10,2,21,0
2,10,2,22,0
2,10,2,23,2
2,10,2,24,0
2,10,2,25,0
2,10,2,26,0
2,10,2,27,0
2,10,2,28,0
2,10,2,29,0
2,10,2,30,0
2,11,3,1,0
2,11,3,2,0
2,11,3,3,0
2,11,3,4,0
2,11,3,5,0
2,11,3,6,0
2,11,3,7,1
2,11,3,8,0
2,11,3,9,0
2,11,3,10,0
2,11,3,11,0
2,11,3,12,0
2,11,3,13,0
2,11,3,14,1
2,11,3,15,0
2,11,3,16,0
2,11,3,17,0
2,11,3,18,0
2,11,3,19,0
2,11,3,20,0
2,11,3,21,1
2,11,3,22,0
2,11,3,23,0
2,11,3,24,0
2,11,3,25,0
2,11,3,26,0
2,11,3,27,0
2,11,3,28,0
2,11,3,29,0
2,11,3,30,0
2,12,2,1,0
2,12,2,2,0
2,12,2,3,0
2,12,2,4,0
2,12,2,5,2
2,12,2,6,0
2,12,2,7,0
2,12,2,8,0
2,12,2,9,2
2,12,2,10,0
2,12,2,11,0
2,12,2,12,0
2,12,2,13,0
2,12,2,14,0
2,12,2,15,0
2,12,2,16,2
2,12,2,17,0
2,12,2,18,0
2,12,2,19,0
2,12,2,20,0
2,12,2,21,0
2,12,2,22,0
2,12,2,23,2
2,12,2,24,0
2,12,2,25,0
2,12,2,26,0
2,12,2,27,0
2,12,2,28,0
2,12,2,29,0
2,12,2,30,0
2,13,3,1,0
2,13,3,2,0
2,13,3,3,0
2,13,3,4,0
2,13,3,5,0
2,13,3,6,0
2,13,3,7,1
2,13,3,8,0
2,13,3,9,0
2,13,3,10,1
2,13,3,11,0
2,13,3,12,0
2,13,3,13,0
2,13,3,14,1
2,13,3,15,0
2,13,3,16,0
2,13,3,17,1
2,13,3,18,0
2,13,3,19,0
2,13,3,20,0
2,13,3,21,1
2,13,3,22,0
2,13,3,23,0
2,13,3,24,1
2,13,3,25,0
2,13,3,26,0
2,13,3,27,0
2,13,3,28,0
2,13,3,29,0
2,13,3,30,0
2,14,3,1,0
2,14,3,2,0
2,14,3,3,0
2,14,3,4,0
2,14,3,5,1
2,14,3,6,0
2,14,3,7,1
2,14,3,8,0
2,14,3,9,0
2,14,3,10,0
2,14,3,11,0
2,14,3,12,1
2,14,3,13,0
2,14,3,14,1
2,14,3,15,0
2,14,3,16,0
2,14,3,17,0
2,14,3,18,0
2,14,3,19,1
2,14,3,20,0
2,14,3,21,1
2,14,3,22,0
2,14,3,23,0
2,14,3,24,0
2,14,3,25,0
2,14,3,26,0
2,14,3,27,0
2,14,3,28,0
2,14,3,29,0
2,14,3,30,0
2,15,3,1,0
2,15,3,2,0
2,15,3,3,0
2,15,3,4,0
2,15,3,5,1
2,15,3,6,0
2,15,3,7,1
2,15,3,8,0
2,15,3,9,0
2,15,3,10,0
2,15,3,11,0
2,15,3,12,1
2,15,3,13,0
2,15,3,14,1
2,15,3,15,0
2,15,3,16,0
2,15,3,17,0
2,15,3,18,0
2,15,3,19,1
2,15,3,20,0
2,15,3,21,1
2,15,3,22,0
2,15,3,23,0
2,15,3,24,0
2,15,3,25,0
2,15,3,26,0
2,15,3,27,0
2,15,3,28,0
2,15,3,29,0
2,15,3,30,0
2,16,3,1,0
2,16,3,2,0
2,16,3,3,0
2,16,3,4,0
2,16,3,5,0
2,16,3,6,0
2,16,3,7,1
2,16,3,8,0
2,16,3,9,0
2,16,3,10,0
2,16,3,11,0
2,16,3,12,0
2,16,3,13,0
2,16,3,14,1
2,16,3,15,0
2,16,3,16,0
2,16,3,17,0
2,16,3,18,0
2,16,3,19,0
2,16,3,20,0
2,16,3,21,1
2,16,3,22,0
2,16,3,23,0
2,16,3,24,0
2,16,3,25,0
2,16,3,26,0
2,16,3,27,0
2,16,3,28,0
2,16,3,29,0
2,16,3,30,0
2,17,3,1,0
2,17,3,2,0
2,17,3,3,0
2,17,3,4,0
2,17,3,5,1
2,17,3,6,0
2,17,3,7,0
2,17,3,8,0
2,17,3,9,0
2,17,3,10,0
2,17,3,11,0
2,17,3,12,1
2,17,3,13,0
2,17,3,14,0
2,17,3,15,0
2,17,3,16,0
2,17,3,17,0
2,17,3,18,0
2,17,3,19,1
2,17,3,20,0
2,17,3,21,0
2,17,3,22,0
2,17,3,23,0
2,17,3,24,0
2,17,3,25,0
2,17,3,26,0
2,17,3,27,0
2,17,3,28,0
2,17,3,29,0
2,17,3,30,0
2,18,2,1,0
2,18,2,2,0
2,18,2,3,0
2,18,2,4,0
2,18,2,5,0
2,18,2,6,0
2,18,2,7,0
2,18,2,8,0
2,18,2,9,2
2,18,2,10,0
2,18,2,11,0
2,18,2,12,0
2,18,2,13,0
2,18,2,14,0
2,18,2,15,0
2,18,2,16,2
2,18,2,17,0
2,18,2,18,0
2,18,2,19,0
2,18,2,20,0
2,18,2,21,0
2,18,2,22,0
2,18,2,23,2
2,18,2,24,0
2,18,2,25,0
2,18,2,26,0
2,18,2,27,0
2,18,2,28,0
2,18,2,29,0
2,18,2,30,0
2,19,2,1,0
2,19,2,2,0
2,19,2,3,0
2,19,2,4,0
2,19,2,5,2
2,19,2,6,0
2,19,2,7,0
2,19,2,8,0
2,19,2,9,2
2,19,2,10,0
2,19,2,11,0
2,19,2,12,0
2,19,2,13,0
2,19,2,14,0
2,19,2,15,0
2,19,2,16,2
2,19,2,17,0
2,19,2,18,0
2,19,2,19,0
2,19,2,20,0
2,19,2,21,0
2,19,2,22,0
2,19,2,23,2
2,19,2,24,0
2,19,2,25,0
2,19,2,26,0
2,19,2,27,0
2,19,2,28,0
2,19,2,29,0
2,19,2,30,0
2,20,2,1,0
2,20,2,2,0
2,20,2,3,0
2,20,2,4,2
2,20,2,5,2
2,20,2,6,0
2,20,2,7,0
2,20,2,8,0
2,20,2,9,0
2,20,2,10,0
2,20,2,11,2
2,20,2,12,2
2,20,2,13,0
2,20,2,14,0
2,20,2,15,0
2,20,2,16,0
2,20,2,17,0
2,20,2,18,2
2,20,2,19,2
2,20,2,20,0
2,20,2,21,0
2,20,2,22,0
2,20,2,23,0
2,20,2,24,0
2,20,2,25,2
2,20,2,26,0
2,20,2,27,0
2,20,2,28,0
2,20,2,29,0
2,20,2,30,0
